Id,Sentiment
14268,0
3668,0
12641,0
1551,2
301,1
6649,0
5091,1
4625,0
7636,1
8927,1
10071,0
5145,1
13621,0
7230,1
8378,1
5348,1
6812,1
5999,1
10025,0
6842,0
887,0
11267,0
12073,1
10318,0
9914,0
10540,0
13633,2
2637,0
4885,2
12480,0
6100,1
12458,0
1243,0
1873,0
696,2
1175,2
11887,0
10210,0
6027,2
1609,0
8121,0
13247,0
4301,1
3390,1
11389,0
3041,0
9205,1
3689,0
13235,0
11934,0
10357,0
7047,1
9727,1
2370,2
13383,0
7210,1
5925,1
9575,1
4452,0
12164,0
11417,0
3175,0
1668,0
4270,2
6628,1
2170,1
6606,1
9393,1
11998,0
14223,0
11437,0
12833,0
4326,0
2016,0
14979,0
7502,1
7374,0
5130,1
9175,2
6243,1
14687,0
1709,0
11153,0
1319,0
13846,0
13045,0
10603,0
2576,0
8917,1
759,0
9228,1
4036,0
7422,1
7905,1
11520,0
1265,0
8391,0
8277,2
13352,0
4965,1
14316,0
6903,1
4865,1
14736,0
8776,1
12276,0
10818,0
4496,0
336,0
14348,0
4673,0
14462,0
3250,0
10027,0
3754,1
8040,2
6693,1
13207,0
884,1
2487,0
7827,1
7986,2
14355,0
11116,0
1641,0
6565,2
576,2
13615,0
11279,0
2164,2
12475,0
2077,0
5355,1
3639,2
13885,0
14842,0
5264,1
5937,0
14207,0
12634,0
2745,2
1413,0
11208,0
9477,2
2192,2
461,0
12384,0
3163,1
9587,1
4085,0
1385,2
4813,0
10862,0
668,0
1275,2
13387,0
5847,1
14416,0
13272,0
11851,1
904,1
5003,1
13573,0
2399,1
513,2
868,0
2575,0
10488,0
1152,1
2019,2
11377,0
769,0
7495,1
13855,0
1879,0
11410,0
2123,0
6544,2
2784,0
12677,0
8149,1
3930,1
5850,1
13354,0
14409,0
2280,2
9487,1
13335,0
3489,1
13191,0
10624,0
565,0
8274,1
1750,1
6896,1
10362,0
10333,0
7655,1
13988,0
13443,0
7694,1
3592,1
2004,0
8151,1
5776,1
3557,0
6672,1
7735,2
13488,0
1601,1
8197,1
13244,0
9910,0
7122,1
14282,0
14238,0
10518,0
4213,1
8183,0
10705,0
8535,1
13181,0
5216,1
12581,0
1298,0
12928,0
2203,0
5123,0
13311,0
12118,0
12425,0
4208,1
6526,1
11348,0
7802,1
4148,0
5961,0
10905,0
8962,1
4671,0
5347,1
13391,0
10192,0
13155,0
14628,0
3707,1
12714,0
11496,0
9653,1
14962,0
9990,1
9971,1
14102,0
14110,0
5434,2
4428,0
2830,0
8337,0
6967,0
14331,0
1927,0
2515,0
10188,0
6744,1
10608,0
4337,2
14421,0
11722,0
10646,0
8416,1
7013,1
828,0
13863,0
13127,0
1859,1
2001,1
9969,1
6941,1
39,0
758,0
7113,1
13847,0
9563,1
4461,2
13202,0
4594,1
6001,0
10296,0
2598,1
8411,1
3446,1
4257,0
2525,0
4814,1
8392,1
1455,0
5790,1
9994,0
14755,0
176,0
8665,1
14209,0
14096,0
3432,0
1223,0
14420,0
8113,2
14956,0
986,0
2931,1
6156,1
4772,0
6902,1
1348,1
5882,1
137,0
7433,1
6127,2
9945,1
7025,2
14363,1
10916,0
13345,0
7808,1
1446,0
8193,0
14153,0
2889,0
1672,2
5660,0
14375,0
2000,2
10504,0
7167,1
11188,0
303,1
3494,0
11831,0
14386,0
5596,1
14184,0
9077,1
4525,0
3741,1
4268,0
588,0
1062,0
11599,0
7458,1
8263,2
11946,0
11491,0
9408,1
3619,0
6663,1
9033,1
13093,0
627,2
1330,0
7138,1
2917,2
6797,0
4463,1
6923,1
2663,1
9142,1
3870,1
3336,2
11204,0
10466,0
13975,0
3611,1
10300,0
14263,0
781,2
11015,0
14142,0
7841,0
4380,0
7796,1
1719,0
2323,1
9118,1
3553,0
14227,0
9303,1
5022,1
1589,2
12088,0
9597,1
13647,0
9859,1
11830,0
8547,2
4346,0
13916,0
14036,0
5317,1
13472,0
3098,2
10909,0
8787,2
6313,1
6167,2
5373,1
11910,0
12287,0
5352,1
12041,0
12153,0
7750,1
9936,1
2374,2
1146,1
8027,1
8089,1
12407,0
14536,0
5892,0
3501,1
6488,2
1703,0
1530,1
11979,0
12352,0
6112,0
1572,0
11897,0
2331,0
14587,0
4237,0
12828,0
10307,0
7839,1
13660,0
4505,0
4949,2
1509,1
6364,1
14249,0
4728,2
10991,0
6585,1
2699,0
8412,1
8583,1
7442,1
9807,1
7840,1
6822,0
13902,0
1880,0
8854,1
6559,0
2706,0
7793,1
609,0
9577,1
8617,1
2316,0
11475,0
13949,0
13171,0
4388,2
12435,0
5989,1
899,0
5689,1
10687,0
4750,1
8886,1
2794,1
4059,1
9983,1
14745,0
8265,1
897,1
10390,0
1340,1
6151,1
1973,0
8111,0
5699,1
10080,0
11589,0
2806,1
10568,0
2827,2
3022,2
7100,0
13950,0
11578,0
319,1
7962,1
3425,0
4851,2
6599,1
13581,0
11816,0
4919,1
5212,1
5209,1
5643,1
6962,1
10445,0
